,flag,tokenized_without_stopwords
1608,0,"['ready', 'big', 'day', 'tomorrow']"
1609,0,"[""'ll"", 'probably', 'around', 'mu', 'lot']"
1610,0,[]
1611,1,"['rt-king', 'pro', 'video', 'club', 'need', 'help', 'info', 'ringtoneking.co.uk', 'call', 'must', '16+', 'club', 'credits', 'redeemable', 'www.ringtoneking.co.uk', 'enjoy']"
1612,0,"['thnx', 'dude', 'u', 'guys', '2nite']"
1613,0,"['sef', 'dey', 'laugh', 'meanwhile', ""'s"", 'darling', 'anjie']"
1614,0,"['mm', 'food', 'da']"
1615,0,"['k', 'makes', 'sense', 'btw', 'carlos', 'difficult', 'guys', 'gon', 'na', 'smoke', 'go', 'pick', 'second', 'batch', 'get', 'gas']"
1616,0,"['u', 'download', 'fring', 'app']"
1617,0,"['oz', 'guy', 'kinda', 'flaky', 'one', 'friend', 'interested', 'picking', 'lt', 'gt', 'worth', 'tonight', 'possible']"
1618,0,"['friends', 'u', 'stay', 'fb', 'chat']"
1619,0,"['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', 'bed', 'lonely', 'go', 'sleep', 'dream', 'love']"
1620,0,"['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', ""'simple"", 'difficult', 'gud', 'nte']"
1621,1,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'u-find', 'r', 'reveal', 'thinks', 'ur', 'special-call']"
1622,0,"['ah', 'well', 'confuses', 'things', 'doesn‰û÷t']"
1623,1,"['free', 'text', 'msgs', 'text', 'ok', ""'ll"", 'credit', 'account']"
1624,0,"['hi', 'dear', 'call', 'urgnt', ""n't"", 'know', 'whats', 'problem', ""n't"", 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']"
1625,0,"['dear', 'ok']"
1626,1,"['selected', 'stay', 'top', 'british', 'hotels', 'nothing', 'holiday', 'worth', 'å£350', 'claim', 'call', 'london', 'bx', 'sw73ss']"
1627,0,"['yes', 'princess', 'want', 'make', 'happy']"
1628,0,"['sounds', 'like', 'many', 'talents', 'would', 'like', 'go', 'dinner', 'date', 'next', 'week']"
1629,0,"['going', 'film', '2day', 'da', '6pm', 'sorry', 'da']"
1630,0,"['watching', 'movie', 'already', 'xy', 'wants', 'shop', ""'m"", 'shopping', 'w']"
1631,0,"['hello', 'little', 'party', 'animal', 'thought', ""'d"", 'buzz', 'friends', 'grins', 'reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss']"
1632,0,"['yesterday', 'going', 'home']"
1633,1,"['eerie', 'nokia', 'tones', '4u', 'rply', 'tone', 'title', 'eg', 'tone', 'dracula', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www.getzed.co.uk', 'pobox36504w45wq', '150p']"
1634,0,"['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']"
1635,0,"['shit', ""n't"", 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', ""n't"", 'let', 'fuck']"
1636,1,"['0a', 'networks', 'allow', 'companies', 'bill', 'sms', 'responsible', '\\suppliers\\', 'shop', 'give', 'guarantee', 'sell', 'b.', 'g']"
1637,0,"['great', 'comedy', 'cant', 'stop', 'laughing', 'da']"
1638,1,"['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'u', 'like', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wan', 'na', 'c', 'pic', 'txt', 'reply', 'date', 'msg150p', '2rcv', 'hlp', 'stop']"
1639,0,"['alright', ""'re"", 'set', 'text', 'man']"
1640,0,"['hi', ""'re"", ""'re"", 'keen', 'go', 'kind', 'feel', ""n't"", 'go', 'tomo', ""n't"", 'mind']"
1641,0,"['sleeping', 'nt', 'feeling', 'well']"
1642,0,"['u', 'switch', 'fone', 'dammit']"
1643,0,"['india', 'take', 'lead']"
1644,0,"['i.ll', 'post', 'l8r', 'class']"
1645,0,"['thts', 'wat', 'wright', 'brother', 'fly']"
1646,0,"['evening', 'v', 'good', 'somewhat', 'event', 'laden', 'fill', ""n't"", 'worry', '‰û_', 'head', 'ok', 'throat', 'wrecked', 'see', 'six']"
1647,0,"['u', 'laugh', 'really', 'loud', 'u', 'talk', 'spontaneously', 'u', 'dont', 'care', 'others', 'feel', 'u', 'probably', 'dear', 'amp', 'best', 'friends', 'goodevening', 'dear']"
1648,0,"['laptop', 'take']"
1649,0,"['dont', 'file', 'bag', 'work', 'called', 'me.i', ""'ll"", 'tell', 'find', 'anything', 'room']"
1650,0,"['wan', 'early', 'lei', 'outside', 'wun', 'b', 'home', 'early', 'neva', 'mind']"
1651,1,"['ur', 'chance', 'win', 'å£250', 'cash', 'every', 'wk', 'txt', 'action', ""'s"", 'c', ""'s"", 'www.movietrivia.tv', 'custcare', '1x150p/wk']"
1652,0,"['bugis', 'juz', 'wat', ""'m"", 'walking', 'home', 'oredi', 'ìï', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ì_']"
1653,0,"['wishing', 'family', 'merry', '\\x\\', 'mas', 'happy', 'new', 'year', 'advance']"
1654,0,"['go', 'ok', 'na']"
1655,0,"['yes', 'posted', 'couple', 'pics', 'fb', ""'s"", 'still', 'snow', 'outside', ""'m"", 'waking']"
1656,0,"['one', 'good', 'partnership', 'going', 'take', 'lead']"
1657,1,"['rgent', '2nd', 'attempt', 'contact', 'u', 'u', 'å£1250', 'call', 'b4', 'csbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvary', 'maxå£7']"
1658,0,"['yeah', ""'s"", 'class']"
1659,0,"['send', 'bec', 'temple', 'na']"
1660,0,"[""n't"", 'coming', 'home', 'class', 'right', 'need', 'work', 'shower']"
1661,1,"['hi', 'ur', 'lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx', 'callså£1/minmobsmorelkpobox177hp51fl']"
1662,0,"['mostly', 'like']"
1663,0,"['ìï', 'v', 'fan']"
1664,0,"['dunno', 'cos', 'v', 'late', 'n', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', ""'s"", 'e', 'gals', 'r', 'laughing', 'lor']"
1665,0,"['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']"
1666,0,"['dad', 'gon', 'na', 'call', 'gets', 'work', 'ask', 'crazy', 'questions']"
1667,0,"['yes', 'said']"
1668,0,"['hurting', 'n', 'meaningful', 'lines', 'ever', '\\i', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'gud', 'mornin']"
1669,0,"['lmao', 'nice']"
1670,0,"['glad', 'see', 'reply']"
1671,1,"['urgent', 'trying', 'contact', 'u.', 'todays', 'draw', 'shows', 'å£800', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'a21', 'valid', '12hrs']"
1672,1,"['monthly', 'password', 'wap', 'mobsi.com', 'use', 'wap', 'phone', 'pc']"
1673,0,"['nah', 'dub', 'je', 'still', 'buff']"
1674,0,"['painful', 'words-', '\\i', 'thought', 'happy', 'toughest', 'thing', 'earth', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside']"
1675,0,"['yeah', ""'s"", 'fine', ""'s"", 'å£6', 'get', 'ok']"
1676,0,"['lol', 'u', 'come', 'ideas']"
1677,0,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'sh', 'jas']"
1678,0,"['today', '\\song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']"
1679,0,"['okay', 'wait', 'ah']"
1680,0,['lei']
1681,0,"['hi', 'babe', 'u', 'r', 'likely', 'bed', 'im', 'sorry', 'tonight', 'really', 'wan', 'na', 'see', 'u', 'tomorrow', 'call', 'love', 'xxx']"
1682,0,"['already', 'squatting', 'new', 'way', 'walking']"
1683,0,"['want', 'bold', 'bb', 'torch']"
1684,0,"['cramps', 'stopped', 'going', 'back', 'sleep']"
1685,1,"['todays', 'vodafone', 'numbers', 'ending', 'last', 'four', 'digits', 'selected', 'received', 'å£350', 'award', 'number', 'matches', 'please', 'call', 'claim', 'å£350', 'award']"
1686,1,"['free', 'top', 'ringtone', '-sub', 'weekly', 'ringtone-get', '1st', 'week', 'free-send', 'subpoly', '81618-', 'per', 'week-stop', 'sms-08718727870']"
1687,0,"['nan', 'sonathaya', 'soladha', 'boss']"
1688,0,"['bring', 'tat', 'cd', 'forget']"
1689,1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277.', 'å£1.50', 'sp', 'tyrone']"
1690,0,"[""n't"", 'know', ""'m"", 'raping', 'dudes', 'poker']"
1691,0,"['weightloss', 'girl', 'friends', 'make', 'loads', 'money', 'ebay', 'something', 'give', 'thanks', 'god']"
1692,0,"['gr8', 'see', 'message', 'r', 'u', 'leaving', 'congrats', 'dear', 'school', 'wat', 'r', 'ur', 'plans']"
1693,0,"['ìï', 'eatin', 'later', ""'m"", 'eatin', 'wif', 'frens', 'lei', 'ìï', 'going', 'home', 'first']"
1694,0,"['finish', 'already', 'yar', 'keep', 'saying', 'mushy', 'embarrassed', 'ok']"
1695,0,"['sorry', 'man', 'stash', 'ran', 'dry', 'last', 'night', 'ca', ""n't"", 'pick', 'sunday']"
1696,0,"['hai', 'priya', 'right', 'doctor', 'said', 'pa.']"
1697,1,"['free', 'msg', 'sorry', 'service', 'ordered', 'could', 'delivered', 'sufficient', 'credit', 'please', 'top', 'receive', 'service']"
1698,0,['ok']
1699,0,"['please', 'ask', 'mummy', 'call', 'father']"
1700,0,"['come', 'room', 'come', 'house', 'cos', 'house', 'still', 'messy', 'haha']"
1701,0,"['lost', 'kilos', 'today']"
1702,0,"['taste', 'fish', 'curry', '-p']"
1703,0,"['might', 'accidant', 'tookplace', 'somewhere', 'ghodbandar', 'rd', 'traffic', 'moves', 'slovely', 'plz', 'slip', 'amp', ""n't"", 'worry']"
1704,0,"['yun', 'ah.now', 'ì_', 'wkg', 'btw', 'ì_', 'go', 'nus', 'sc', 'ìï', 'wana', 'specialise', 'wad']"
1705,0,"['yes', 'one', 'woman', 'man', 'please', 'tell', 'likes', 'dislikes', 'bed']"
1706,0,"['test', 'earlier', 'appreciate', 'call', 'tomorrow']"
1707,0,"[""'s"", 'loverboy', 'keeps', 'coming', 'queen', 'hmmm', ""n't"", 'ache', 'speak', 'miss', 'desparately']"
1708,0,"['u', 'meet', 'fren', 'dun', 'wan', 'meet', 'ah', 'muz', 'b', 'guy', 'rite']"
1709,0,"['promises', 'though', ""n't"", 'even', 'gotten', 'dinner', 'yet']"
1710,0,"['got', 'back', 'dislikes', 'bed']"
1711,0,"['turns', 'stereo', 'love', 'mi', 'phone', 'unknown', 'album']"
1712,1,"['hard', 'live', 'chat', '60p/min', 'choose', 'girl', 'connect', 'live', 'call', 'cheap', 'chat', 'uk', ""'s"", 'biggest', 'live', 'service', 'vu', 'bcm1896wc1n3xx']"
1713,0,"['yeah', ""n't"", 'see']"
1714,0,"['asking', 'u', 'knw', 'nt', 'may', 'ur', 'frnds', 'classmates']"
1715,0,"['sorry', 'earlier', 'putting', 'fires.are', 'around', 'talk', 'actually', 'life', 'lol']"
1716,1,"['wow', 'boys', 'r', 'back', 'take', 'uk', 'tour', 'win', 'vip', 'tickets', 'pre-book', 'vip', 'club', 'txt', 'club', 'trackmarque', 'ltd', 'info', 'vipclub4u']"
1717,0,"['missionary', 'hook', 'doggy', 'hook', 'standing']"
1718,0,"['u', 'better', 'go', 'sleep', 'dun', 'disturb', 'u', 'liao', 'u', 'wake', 'msg', 'lor']"
1719,0,"['fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
1720,0,"['watching', 'house', '‰ûò', 'entertaining', '‰ûò', 'getting', 'whole', 'hugh', 'laurie', 'thing', '‰ûò', 'even', 'stick', '‰ûò', 'indeed', 'especially', 'stick']"
1721,0,"['thought', 'praps', 'meant', 'another', 'one', 'goodo', ""'ll"", 'look', 'tomorrow']"
1722,0,"['hi', 'jon', 'pete', 'ive', 'bin', 'spain', 'recently', 'hav', 'sum', 'dinero', 'left', 'bill', 'said', 'u', 'ur', 'åôrents', 'mayb', 'interested', 'hav', '12000pes', 'around', 'å£48', 'tb', 'james']"
1723,0,"['bold', 'lt', 'gt']"
1724,0,"['know', 'shall', 'speak', 'lt', 'gt', 'minutes']"
1725,0,"['\\alrite', 'hunny', 'wot', 'u', '2nite', 'didnt', 'end', 'goin', 'town', 'jus', 'da', 'pub', 'instead', 'jus', 'chillin', 'da', 'mo', 'bedroom', 'love', 'jen', 'xxx.\\']"
1726,0,"['went', 'project', 'centre']"
1727,0,"['per', 'request', ""'maangalyam"", 'alaipayuthe', 'set', 'callertune', 'callers', 'press', 'copy', 'friends', 'callertune']"
1728,0,"['lol', 'yeah', 'point', 'guess']"
1729,0,"['project', 'w', 'frens', 'lor']"
1730,0,"['lol', 'well', 'quality', 'aint', 'bad', 'aint', 'complaining']"
1731,0,"['k', 'happen', 'tonight']"
1732,1,"['hi', 'mandy', 'sullivan', 'calling', 'hotmix', 'fm', 'chosen', 'receive', 'å£5000.00', 'easter', 'prize', 'draw', '.....', 'please', 'telephone', 'claim', '29/03/05', 'prize', 'transferred', 'someone', 'else', '....']"
1733,0,"['think', ""'re"", 'going', 'finn', ""'s"", 'come']"
1734,0,"['tired', 'special']"
1735,0,"['come', 'tomorrow', 'di']"
1736,0,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
1737,0,"['k', 'go', 'sleep', 'well', 'take', 'rest']"
1738,0,"['u', 'guys', 'never', 'invite', 'anywhere']"
1739,1,"['ur', 'going', 'bahamas', 'callfreefone', 'speak', 'live', 'operator', 'claim', 'either', 'bahamas', 'cruise', 'ofå£2000', 'cash', '18+only', 'opt', 'txt', 'x']"
1740,0,"['want', 'please', 'inside', 'outside', 'bedroom']"
1741,0,"['\\ey', 'calm', 'downon', 'theacusations', 'itxt', 'u', 'cos', 'iwana', 'know', 'wotu', 'r', 'doin', 'thew/end', 'haventcn', 'u', 'ages', 'ring', 'ur', 'up4', 'nething', 'sat.love', 'j', 'xxx.\\']"
1742,0,"['love', 'wine', 'dine', 'lady']"
1743,1,"['someone', 'conacted', 'dating', 'service', 'entered', 'phone', 'fancy', 'find', 'call', 'landline', 'pobox12n146tf15']"
1744,0,"['iåõm', 'cool', 'ta', 'luv', 'v.tired', 'cause', 'doin', 'loads', 'planning', 'wk', 'got', 'social', 'services', 'inspection', 'nursery', 'take', 'care', 'spk', 'sn', 'x']"
1745,0,"['know', 'account', 'details', 'ask', 'mom', 'send', 'you.my', 'mom', 'reach']"
1746,0,"['think', 'u', 'wrong', 'number']"
1747,0,"['feel', 'always', 'happy', 'slowly', 'becomes', 'habit', 'amp', 'finally', 'becomes', 'part', 'life', 'follow', 'happy', 'morning', 'amp', 'happy', 'day']"
1748,0,"['b', 'late', 'love', 'mum']"
1749,0,"['got', 'mail', 'panren', 'paru']"
1750,0,"['thinking', 'chuckin', 'ur', 'red', 'green', 'n', 'black', 'trainners', 'save', 'carryin', 'bac', 'train']"
1751,0,"['give', 'one', 'miss', 'number', 'please']"
1752,0,"['jus', 'came', 'back', 'fr', 'lunch', 'wif', 'sis', 'u', 'leh']"
1753,0,"['schedule', 'next', 'week', 'town', 'weekend']"
1754,0,"['really', 'good', 'dhanush', 'rocks']"
1755,0,"['lmao', 'ok', 'wont', 'needing', 'u', 'hair', 'anymore']"
1756,0,"['miss', 'ya', 'need', 'ya', 'want', 'ya', 'love', 'ya']"
1757,0,"['sorry', ""'m"", 'free']"
1758,0,"['u', 'ever', 'get', 'song', 'stuck', 'head', 'reason', 'wo', ""n't"", 'go', 'away', 'til', 'u', 'listen', 'like', 'times']"
1759,0,"['nt', 'yet', 'chikku', 'simple', 'habba', 'hw', 'abt', 'u']"
1760,0,"['got', 'ur', 'mail', 'dileep.thank', 'muchand', 'look', 'forward', 'lots', 'support', 'less', 'contacts', 'hereremember', 'one', 'venugopal', 'mentioned.tomorrow', 'latei', 'shall', 'try', 'come', 'till', 'there.goodnight', 'dear']"
1761,0,"['sometimes', 'heart', 'remembrs', 'someone', 'much', 'forgets', 'someone', 'soon', 'bcoz', 'heart', 'like', 'everyone', 'liked', 'ones', 'remembered', 'everytime', 'bslvyl']"
1762,0,"['joy', ""'s"", 'father', 'john', 'john', 'name', 'joy', ""'s"", 'father', 'mandan']"
1763,1,"['hi', 'ibh', 'customer', 'loyalty', 'offer', 'new', 'nokia6600', 'mobile', 'å£10', 'txtauction', 'txt', 'word', 'start', 'no:81151', 'get', '4t']"
1764,0,"['hi', 'yijue', ""'s"", 'regarding', 'textbook', ""'s"", 'intro', 'algorithms', 'second', 'edition', ""'m"", 'selling']"
1765,1,"['sms', 'auction', 'nokia', '7250i', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia', 'hg/suite342/2lands', 'row/w1jhl', '16+']"
1766,0,"['k', 'want', 'us', 'come']"
1767,0,"['little', 'difficult', 'simple', 'way', 'enter', 'place']"
1768,0,"['ha', 'us', 'e', 'thing', 'got', 'tv', 'watch', 'u', 'thk', 'go', 'tonight', 'u', 'already', 'haf', 'smth', 'mind']"
1769,0,"['dont', 'show', 'far', 'put', 'new', 'pictures', 'facebook']"
1770,0,"['watching', 'tv', 'got', 'new', 'job']"
1771,0,"['good', 'afternoon', 'sexy', 'buns', 'goes', 'job', 'search', 'wake', 'first', 'thought', 'always', 'love', 'wish', 'fine', 'happy', 'know', 'adore']"
1772,0,"[""'m"", 'coming', 'whatever', 'want']"
1773,0,"['ok', 'chikku', 'favourite', 'song']"
1774,0,"['u', 'see', 'posted', 'facebook']"
1775,1,"['call', 'freephone']"
1776,1,"['buy', 'space', 'invaders', 'chance', 'win', 'orig', 'arcade', 'game', 'console', 'press', 'games', 'arcade', 'std', 'wap', 'charge', 'see', 'o2.co.uk/games', 'terms', 'settings', 'purchase']"
1777,0,"['wonders', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sms', '1st', '\\ur', 'lovely', 'friendship\\', 'good', 'morning', 'dear']"
1778,1,"['loan', 'purpose', 'å£500', 'å£75000', 'homeowners', 'tenants', 'welcome', 'previously', 'refused', 'still', 'help', 'call', 'free', 'text', 'back', ""'help""]"
1779,1,"['big', 'brother', 'alert', 'computer', 'selected', 'u', '10k', 'cash', 'voucher', 'call', 'ntt', 'po', 'box', 'cro1327', '18+', 'bt', 'landline', 'cost', '150ppm', 'mobiles', 'vary']"
1780,0,"['oh', 'well', 'c', 'u', 'later']"
1781,0,"['uncles', 'atlanta', 'wish', 'guys', 'great', 'semester']"
1782,0,"['dear', 'free', 'messages', 'without', 'recharge', 'hi', 'hi', 'hi']"
1783,0,"['dont', 'search', 'love', 'let', 'love', 'find', 'u.', 'thats', 'called', 'falling', 'love', 'bcoz', 'u', 'dont', 'force', 'u', 'fall', 'u', 'know', 'smeone', 'hold', 'u', 'bslvyl']"
1784,0,"['dun', 'believe', 'u.', 'thk', 'u', 'told']"
1785,0,"['know', 'god', 'created', 'gap', 'fingers', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love']"
1786,0,"['yes', 'sura', 'sun', 'tv', 'lol']"
1787,0,"['arun', 'u', 'transfr', 'amt']"
1788,0,"['takin', 'shower', 'yeah', ""'ll"", 'leave', ""'m"", 'done']"
1789,0,"['working', 'eyes', 'philosophy', 'text', 'u', 'later', 'bit', 'free', 'chat']"
1790,0,"['u', 'havenåõt', 'lost', 'ill', 'always', 'b', '4u.i', 'didnåõt', 'intend', 'hurt', 'u', 'never', 'knew', 'u', 'felt', 'iwas+marine', 'thatåõs', 'itried2tell', 'urmom.i', 'careabout', 'u']"
1791,1,"['win', 'winner', 'mr.', 't.', 'foley', 'ipod', 'exciting', 'prizes', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'www.win-82050.co.uk']"
1792,0,"['bad', 'girl', 'still', 'remember']"
1793,0,"['much', 'gave', 'morning']"
1794,0,"['hope', 'alright', 'babe', 'worry', 'might', 'felt', 'bit', 'desparate', 'learned', 'job', 'fake', 'waiting', 'come', 'back', 'love']"
1795,0,"['hey', 'tell', 'blake', ""'s"", 'address', 'carlos', 'wanted', 'meet', 'got', 'lost', ""'s"", 'answering', 'phone']"
1796,0,"['get', 'opinion', 'something', 'first']"
1797,0,"['one', 'week', 'leave', 'put', 'know', 'time']"
1798,0,"['hit', 'move']"
1799,0,"['excellent', 'spent', 'lt', 'gt', 'years', 'air', 'force', 'iraq', 'afghanistan', 'stable', 'honest', 'like', 'traveling']"
1800,0,"['wan', 'na', 'watch', 'movie']"
1801,0,"['ok', 'lor', 'thanx', 'ìï', 'school']"
1802,0,"[""'m"", 'class', 'get', 'text']"
1803,0,"['bus', 'leaves', 'lt', 'gt']"
1804,0,"['god', 'bless.get', 'good', 'sleep', 'dear', 'pray']"
1805,1,"['todays', 'voda', 'numbers', 'ending', 'selected', 'receive', 'å£50award', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rates', 'app']"
1806,0,"['nice', 'day', 'today', 'love', 'dearly']"
1807,0,"['aiyo', 'bit', 'pai', 'seh', 'ì_', 'noe', 'scared', 'dun', 'rem', 'die', 'hee', 'become', 'better', 'lookin', 'oredi', 'leh']"
1808,0,"['aight', ""'ll"", 'ask', 'roommates']"
1809,0,"['whats', 'house', 'beer']"
1810,0,"['ì_', 'wan', 'meet', 'n', 'combine', 'parts', ""'s"", 'da', 'rest', 'da', 'project', 'going']"
1811,0,"['\\getting', 'tickets', 'walsall', 'tue', 'th', 'march', 'mate', 'getting', 'sat', 'ill', 'pay', 'treat', 'want', 'go', 'txt', 'bak', '.terry\\']"
1812,0,"['yes', 'chatting']"
1813,0,"['hi', 'jess', 'dont', 'know', 'work', 'call', 'u', 'im', 'home', 'eve', 'xxx']"
1814,0,"['sian', 'aft', 'meeting', 'supervisor', 'got', 'work', 'liao', 'u', 'working']"
1815,0,"['going', 'write', 'ccna', 'exam', 'week']"
1816,0,"['well', 'watch', 'shrek', '3d', 'b']"
1817,0,"['much', 'dirty', 'fellow']"
1818,0,"['dunno', 'dat', ""'s"", 'wat', 'told', 'ok', 'lor']"
1819,0,"[""'ll"", 'probably', 'tomorrow', 'even', 'later', 'tonight', 'something', ""'s"", 'going']"
1820,0,"['could', ""n't"", 'say', 'dying', 'man', 'feel', 'sad', 'go', 'wanted', 'know', 'would', 'probably', 'gone', 'late', 'night']"
1821,0,"[""'re"", 'thinking', 'lifting', 'one']"
1822,0,"['u', 'dun', 'wan', 'u', 'dun', 'like', 'already', 'ah', 'wat', 'u', 'still', 'eating']"
1823,0,"['sent', 'ur', 'email', 'id', 'soon']"
1824,0,"['wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']"
1825,0,"['dude', ""'s"", 'teresa', 'hope', 'okay', 'didnt', 'hear', 'people', 'called', 'received', 'package', 'since', 'dec', 'lt', 'gt', 'thot', ""you'ld"", 'like', 'know', 'fantastic', 'year', 'best', 'reading', 'plus', 'really', 'really', 'bam', 'first', 'aid', 'usmle', 'work', 'done']"
1826,0,"['hey', 'gorgeous', 'man', 'work', 'mobile', 'number', 'good', 'one', 'babe', 'squishy', 'mwahs']"
1827,0,"['may', 'call', 'later', 'pls']"
1828,1,"['hottest', 'pics', 'straight', 'phone', 'see', 'getting', 'wet', 'wanting', 'xx', 'text', 'pics', 'txt', 'costs', '150p', 'textoperator', 'g696ga', 'xxx']"
1829,0,"[""'s"", 'way', 'stay', 'oh']"
1830,0,"['hello-', 'thanx', 'taking', 'call', 'got', 'job', 'starts', 'monday']"
1831,0,"['time', 'ur', 'flight', 'tmr']"
1832,0,['come']
1833,0,"['rather', 'prominent', 'bite', 'mark', 'right', 'cheek']"
1834,0,['september']
1835,0,"['wet', 'right']"
1836,0,"[""'s"", 'husband']"
1837,1,"['hack', 'chat', 'get', 'backdoor', 'entry', 'chat', 'rooms', 'fraction', 'cost', 'reply', 'neo69', 'call', 'subscribe', '25p', 'pm', 'dps', 'bcm', 'box', 'ldn', 'wc1n3xx']"
1838,0,"['norm', 'tomorrow', 'finish', '4.15', 'cos', 'st', 'tests', 'need', 'sort', 'library', 'stuff', 'point', 'tomo', 'got', 'letter', 'today', 'access', 'til', 'end', 'march', 'better', 'get', 'move']"
1839,0,"['yeah', 'got', 'list', 'u', 'joanna', ""'m"", 'feeling', 'really', 'anti', 'social']"
